motionType,expectedPointsAdded,yardsGained,bigPlay,successfulPlay
FLY,-1.9510081182234,-6,NO,NO
OUT,0.0458414608146995,2,NO,YES
OUT,-0.314828482223675,6,NO,NO
QUICK,2.4200969946105,3,NO,YES
FLY,-0.504397831042297,0,NO,NO
OUT,-0.90944441157626,-1,NO,NO
QUICK,-0.349951816839166,2,NO,NO
IN,-0.927537093055435,0,NO,NO
IN,1.60561709548347,13,NO,YES
ACROSS,-1.77437551284675,0,NO,NO
FLY,-0.185929268831387,4,NO,NO
IN,-1.2015239095781,0,NO,NO
IN,0.152638819185086,6,NO,YES
IN,-0.652062102861237,-2,NO,NO
QUICK,1.10344855836593,6,NO,YES
FLY,-1.56162957160268,-7,NO,NO
QUICK,-0.249461971689016,9,NO,NO
UP,-0.554431893397123,1,NO,NO
IN,-1.61854104883969,-2,NO,NO
FLY,-1.34638626407832,0,NO,NO
OUT,1.94405210460536,29,YES,YES
IN,1.82700829673558,16,YES,YES
QUICK,-0.621212408412248,0,NO,NO
IN,-0.85165010066703,1,NO,NO
ACROSS,0.90295167430304,16,YES,YES
QUICK,0.90295167430304,16,YES,YES
FLY,0.891683585941792,12,NO,YES
IN,-0.445482922717929,0,NO,NO
OUT,-0.445482922717929,0,NO,NO
QUICK,-0.445482922717929,0,NO,NO
FLY,2.38286315428559,16,YES,YES
QUICK,2.38286315428559,16,YES,YES
RETURN,-0.257615355076268,3,NO,NO
FLY,1.40845067240298,9,NO,YES
ACROSS,-0.443502477370203,2,NO,NO
QUICK,-0.443502477370203,2,NO,NO
RETURN,-0.853362076915801,0,NO,NO
RETURN,-0.232565743615851,2,NO,NO
QUICK,0.00618386152200401,6,NO,YES
QUICK,-0.480083275586367,2,NO,NO
FLY,-1.82309462875128,-5,NO,NO
UP,-0.972739940043539,0,NO,NO
OUT,0.808492648880929,15,YES,YES
FLY,-0.526188602903858,0,NO,NO
QUICK,-0.847455727402121,0,NO,NO
ACROSS,3.09858671633992,24,YES,YES
IN,2.95143606886268,49,YES,YES
RETURN,-0.654624093556777,0,NO,NO
RETURN,-1.00719505274901,0,NO,NO
FLY,0.335858263075352,10,NO,YES
OUT,0.771640718565322,8,NO,YES
FLY,-0.265272004413418,1,NO,NO
QUICK,-0.265272004413418,1,NO,NO
FLY,1.06864824064542,14,NO,YES
IN,0.95178112690337,9,NO,YES
OUT,-0.513001263025217,0,NO,NO
QUICK,-0.513001263025217,0,NO,NO
IN,-0.328634509292897,1,NO,NO
QUICK,-1.19655488000717,-4,NO,NO
ACROSS,0.517073010560125,10,NO,YES
IN,-0.403874150128104,0,NO,NO
RETURN,-0.381859434768558,4,NO,NO
OUT,-2.14492496394087,-9,NO,NO
QUICK,-0.175751943839714,6,NO,NO
QUICK,-0.583428430953063,4,NO,NO
QUICK,-0.676572818309069,0,NO,NO
QUICK,-1.04195620620158,4,NO,NO
FLY,0.997172349598259,8,NO,YES
FLY,0.996529244352132,12,NO,YES
ACROSS,-0.309849953278899,3,NO,NO
FLY,-0.309849953278899,3,NO,NO
OUT,-0.55814116448164,0,NO,NO
FLY,-0.854902418795973,0,NO,NO
FLY,-0.612653622636572,3,NO,NO
FLY,2.19056760100648,13,NO,YES
FLY,-0.410253687528893,1,NO,NO
OUT,0.51271533430554,8,NO,YES
QUICK,-5.37969494867139,1,NO,NO
FLY,-0.591970072127879,2,NO,NO
IN,-0.242655884940177,3,NO,NO
QUICK,-0.315244716126472,4,NO,NO
FLY,0.142707410734147,6,NO,YES
OUT,3.87544317706488,41,YES,YES
RETURN,-0.37453123240266,2,NO,NO
OUT,-0.776102903939318,0,NO,NO
FLY,-0.537630365230143,1,NO,NO
ACROSS,-0.43885174242314,2,NO,NO
QUICK,-0.776867753709666,0,NO,NO
ACROSS,0.0608215290121734,6,NO,YES
FLY,0.0608215290121734,6,NO,YES
QUICK,0.277850470039994,4,NO,YES
IN,-0.493555945344269,0,NO,NO
FLY,-0.297040709992871,6,NO,NO
FLY,-0.159179305192083,4,NO,NO
IN,-0.425205351784825,3,NO,NO
RETURN,-0.0360314932186157,4,NO,NO
FLY,-0.918550407979637,0,NO,NO
OUT,-0.918550407979637,0,NO,NO
IN,-0.447648825589567,0,NO,NO
FLY,-0.447648825589567,0,NO,NO
ACROSS,-0.830020832596347,2,NO,NO
FLY,-0.602637094911188,0,NO,NO
FLY,-0.960808875970542,0,NO,NO
FLY,1.97747162822634,10,NO,YES
QUICK,-0.537961917230859,0,NO,NO
QUICK,-0.91403085005004,-1,NO,NO
FLY,-0.913904351647943,0,NO,NO
QUICK,0.720949422568083,11,NO,YES
FLY,0.925829336512834,12,NO,YES
IN,0.706660523544997,8,NO,YES
FLY,0.532132144435309,8,NO,YES
FLY,-0.00129354558885098,5,NO,NO
IN,-1.91767538851127,0,NO,NO
FLY,0.457578676287085,7,NO,YES
FLY,-1.19908147817478,-2,NO,NO
FLY,-1.45563580282032,0,NO,NO
FLY,0.816728797042742,11,NO,YES
OUT,-0.820685339625925,0,NO,NO
FLY,-0.820685339625925,0,NO,NO
FLY,2.76604619587306,24,YES,YES
FLY,-0.303418595925905,2,NO,NO
ACROSS,-0.616253580083139,0,NO,NO
FLY,3.61149100225884,28,YES,YES
FLY,-0.313229986117221,0,NO,NO
FLY,-0.830986273882445,1,NO,NO
FLY,-1.31774010788649,0,NO,NO
QUICK,-0.375696766772307,3,NO,NO
ACROSS,-0.438717166660354,2,NO,NO
OUT,-0.420895154355094,4,NO,NO
IN,1.81493302551098,10,NO,YES
OUT,-0.562886201310903,0,NO,NO
FLY,-0.9268849035725,-1,NO,NO
OUT,2.39928367105313,12,NO,YES
ACROSS,-1.00281456229277,0,NO,NO
OUT,-1.80963674420491,2,NO,NO
OUT,1.05546564341057,10,NO,YES
QUICK,0.128499257494695,6,NO,YES
QUICK,0.539902348304167,6,NO,YES
ACROSS,-0.969812009250745,-2,NO,NO
IN,2.8509216462262,10,NO,YES
OUT,-2.04341165325604,-5,NO,NO
IN,-0.310182522516698,1,NO,NO
IN,-1.3843568325974,0,NO,NO
FLY,-0.341653456911445,3,NO,NO
ACROSS,1.22155301715247,5,NO,YES
QUICK,1.22155301715247,5,NO,YES
FLY,3.56317574961577,37,YES,YES
IN,-1.41877931891941,0,NO,NO
QUICK,0.639945775968954,14,NO,YES
FLY,0.269159216783009,3,NO,YES
OUT,-0.528674573986791,0,NO,NO
OUT,1.53318897401914,8,NO,YES
IN,-0.300390361109748,5,NO,NO
IN,-0.3301970011089,6,NO,NO
ACROSS,-2.07575027854182,0,NO,NO
IN,0.844057348091155,9,NO,YES
QUICK,0.00313183688558638,7,NO,YES
QUICK,0.00313183688558638,7,NO,YES
ACROSS,-1.75973983574659,0,NO,NO
UP,-0.628818455617875,0,NO,NO
OUT,1.26800417434424,10,NO,YES
QUICK,0.585182540351525,8,NO,YES
FLY,0.855277382070199,12,NO,YES
OUT,1.23924487188924,21,YES,YES
FLY,0.505345565383323,5,NO,YES
QUICK,-0.438619264983572,0,NO,NO
QUICK,0.23254443355836,4,NO,YES
RETURN,2.06345867901109,21,YES,YES
IN,-1.11429489788134,-4,NO,NO
UP,-1.07559761172161,3,NO,NO
QUICK,0.988657615962438,17,YES,YES
TIC,-0.234155735815875,3,NO,NO
IN,-3.0572773423628,0,NO,NO
FLY,-0.445495718158782,1,NO,NO
ACROSS,-0.447248758748174,1,NO,NO
IN,-3.55088702472858,0,NO,NO
FLY,-0.474004282383248,2,NO,NO
FLY,-1.74366943159839,3,NO,NO
IN,-3.23087712842971,0,NO,NO
ACROSS,-2.03573420178145,-12,NO,NO
FLY,0.08237100020051,4,NO,YES
FLY,-0.874933508690447,2,NO,NO
FLY,-1.57194494875148,0,NO,NO
FLY,-0.223333829082549,4,NO,NO
FLY,-0.391830611974001,3,NO,NO
UP,-0.375151109765284,1,NO,NO
FLY,-1.82654238678515,-12,NO,NO
ACROSS,2.92490942520089,50,YES,YES
FLY,-1.13268343429081,0,NO,NO
ACROSS,0.723444392671809,13,NO,YES
FLY,-0.453937245649286,0,NO,NO
ACROSS,-0.305954050272703,5,NO,NO
FLY,3.0473010817077,13,NO,YES
FLY,-0.0313159478828311,5,NO,NO
ACROSS,1.64450925181154,23,YES,YES
FLY,-0.418411733116955,3,NO,NO
ACROSS,-0.977966225007549,2,NO,NO
OUT,-0.977966225007549,2,NO,NO
FLY,0.67926856642589,9,NO,YES
ACROSS,0.496730994083919,12,NO,YES
QUICK,0.496730994083919,12,NO,YES
FLY,0.850158449262381,11,NO,YES
ACROSS,0.777641959721223,11,NO,YES
UP,0.832553539716173,8,NO,YES
FLY,1.03423596546054,3,NO,YES
IN,-0.0823215409182012,4,NO,NO
IN,-0.700664020841941,0,NO,NO
FLY,1.47966710024048,9,NO,YES
IN,-0.523181574768387,2,NO,NO
ACROSS,-0.160175522789359,2,NO,NO
ACROSS,-0.0915878475643694,4,NO,NO
RETURN,-0.360386313986965,0,NO,NO
IN,0.266778145451099,4,NO,YES
QUICK,-0.428579802624881,0,NO,NO
UP,-0.134469595737755,5,NO,NO
ACROSS,-0.186910539399832,4,NO,NO
QUICK,-0.186910539399832,4,NO,NO
FLY,-0.942812145221978,0,NO,NO
RETURN,1.30633905949071,18,YES,YES
ACROSS,0.32173215597868,8,NO,YES
FLY,-0.623598656617105,1,NO,NO
FLY,-0.539750973228365,2,NO,NO
FLY,-0.83568960102275,0,NO,NO
IN,-0.274580083088949,7,NO,NO
FLY,-0.645485023967922,1,NO,NO
QUICK,-0.517408022191375,1,NO,NO
ACROSS,2.17115010065027,27,YES,YES
FLY,2.17115010065027,27,YES,YES
FLY,3.80445616028737,58,YES,YES
ACROSS,-1.31975985306781,-5,NO,NO
FLY,-0.666504721622914,0,NO,NO
IN,3.95574638200924,22,YES,YES
IN,-0.601957430597395,0,NO,NO
FLY,-1.37581542693079,1,NO,NO
FLY,2.54725873353891,7,NO,YES
RETURN,-1.44881515391171,-2,NO,NO
OUT,1.91605215036543,11,NO,YES
ACROSS,0.527417073724791,8,NO,YES
ACROSS,-0.557861736859195,0,NO,NO
RETURN,0.436937024816871,8,NO,YES
FLY,0.0146305261005182,1,NO,YES
ACROSS,-0.534245912509505,2,NO,NO
QUICK,-0.534245912509505,2,NO,NO
FLY,-0.327222486375831,10,NO,NO
ACROSS,-2.46021938201739,-9,NO,NO
IN,-0.37018797500059,1,NO,NO
IN,0.835298087215051,8,NO,YES
FLY,0.835298087215051,8,NO,YES
FLY,-2.94789131288417,0,NO,NO
ACROSS,0.726026613730937,8,NO,YES
FLY,-0.649838934186846,1,NO,NO
OUT,1.42805087100714,13,NO,YES
ACROSS,-0.0255352924577892,4,NO,NO
ACROSS,0.966198951005936,13,NO,YES
QUICK,0.966198951005936,13,NO,YES
OUT,0.362745101447217,7,NO,YES
FLY,-0.199275718652643,3,NO,NO
FLY,0.673823674209416,8,NO,YES
FLY,2.01751809066627,4,NO,YES
FLY,-1.34759370423853,-2,NO,NO
UP,1.63205803814344,7,NO,YES
ACROSS,-0.481348477303982,0,NO,NO
FLY,-0.0303496157284826,8,NO,NO
FLY,1.37560224055778,13,NO,YES
IN,2.31508581899107,23,YES,YES
FLY,-0.757736343715806,-1,NO,NO
FLY,2.30189522705041,2,NO,YES
FLY,0.00966568780131638,4,NO,YES
FLY,-0.60251825733576,3,NO,NO
FLY,1.51939562393818,9,NO,YES
ACROSS,-0.14364718348952,4,NO,NO
QUICK,-0.14364718348952,4,NO,NO
IN,2.09276976902038,20,YES,YES
QUICK,-0.978506989718881,0,NO,NO
FLY,-0.978506989718881,0,NO,NO
IN,-1.36575297568925,-6,NO,NO
FLY,0.0543861699989066,6,NO,YES
QUICK,1.67121646087617,19,YES,YES
FLY,1.23180187639082,20,YES,YES
OUT,0.339294681325555,9,NO,YES
OUT,-4.63953796727583,-9,NO,NO
FLY,-0.944034656742588,-4,NO,NO
OUT,-0.4919100003317,5,NO,NO
OUT,-0.167367614107206,6,NO,NO
OUT,-0.0882574430434033,4,NO,NO
UP,-0.537914331594948,4,NO,NO
FLY,1.70797659509117,18,YES,YES
IN,-0.375032156589441,0,NO,NO
QUICK,0.0,-1,NO,NO
FLY,0.119559140410274,5,NO,YES
UP,0.516008290927857,2,NO,YES
FLY,0.516008290927857,2,NO,YES
QUICK,-1.14526831009425,-4,NO,NO
ACROSS,2.36028358142357,21,YES,YES
OUT,-0.0752812345162965,2,NO,NO
IN,-0.449648594018072,3,NO,NO
QUICK,-0.449648594018072,3,NO,NO
OUT,-0.850796952378005,0,NO,NO
ACROSS,2.09964810311794,10,NO,YES
FLY,-0.449117673095316,0,NO,NO
RETURN,-0.923432974610478,0,NO,NO
FLY,-0.923432974610478,0,NO,NO
UP,2.33909591264091,13,NO,YES
FLY,-0.504801108269021,2,NO,NO
FLY,-1.84430533065461,-6,NO,NO
OUT,-1.49234560201876,0,NO,NO
UP,-1.49234560201876,0,NO,NO
RETURN,-0.691143430769444,0,NO,NO
QUICK,-0.691143430769444,0,NO,NO
FLY,-0.148254472296685,4,NO,NO
FLY,0.804810014553368,8,NO,YES
FLY,-0.220498058013618,4,NO,NO
FLY,0.946157501661219,14,NO,YES
ACROSS,-1.17991456761956,0,NO,NO
UP,-1.46824491571169,0,NO,NO
ACROSS,-0.115300731034949,4,NO,NO
FLY,1.119331889553,5,NO,YES
FLY,1.43647471594159,22,YES,YES
FLY,1.55556230281945,15,YES,YES
ACROSS,0.417362070700619,10,NO,YES
FLY,-0.32754941721214,0,NO,NO
FLY,1.51354898983845,7,NO,YES
RETURN,-0.554258529096842,1,NO,NO
FLY,-0.554258529096842,1,NO,NO
IN,-0.142559918574989,5,NO,NO
IN,-1.42543085687794,0,NO,NO
IN,0.674681564909406,11,NO,YES
ACROSS,-1.16699908126611,-5,NO,NO
IN,-1.45640904747415,-8,NO,NO
OUT,1.64856872573728,11,NO,YES
QUICK,-1.15843006019713,4,NO,NO
FLY,1.49270235456061,12,NO,YES
ACROSS,-0.306927622179501,0,NO,NO
UP,1.29554888274288,12,NO,YES
ACROSS,0.199474475346506,7,NO,YES
RETURN,0.624611825449392,6,NO,YES
QUICK,0.943098122486845,14,NO,YES
FLY,-0.36971340328455,3,NO,NO
IN,2.1640750101069,12,NO,YES
QUICK,-0.184990169014782,4,NO,NO
QUICK,-5.06117036147043,0,NO,NO
FLY,-0.448864656034857,3,NO,NO
QUICK,2.78215681528673,17,YES,YES
QUICK,0.195051116868854,6,NO,YES
UP,0.0429739474784583,3,NO,YES
ACROSS,0.493442665785551,5,NO,YES
QUICK,0.794389265705831,9,NO,YES
QUICK,-1.15296269697137,0,NO,NO
FLY,-0.15235221805051,4,NO,NO
QUICK,1.3438213771442,10,NO,YES
ACROSS,1.3438213771442,10,NO,YES
QUICK,-0.0463296519010328,1,NO,NO
QUICK,-0.0463296519010328,1,NO,NO
QUICK,-1.23129507771228,0,NO,NO
FLY,-1.11688470002264,-3,NO,NO
OUT,4.5384551838506,59,YES,YES
FLY,0.921600984176621,15,YES,YES
ACROSS,0.617955674184486,12,NO,YES
OUT,0.15529992710799,5,NO,YES
UP,2.06403574196156,6,NO,YES
QUICK,5.42920488398522,75,YES,YES
FLY,5.42920488398522,75,YES,YES
ACROSS,-0.161469629732892,5,NO,NO
FLY,-0.256884315051138,3,NO,NO
ACROSS,-0.256884315051138,3,NO,NO
IN,-1.06004964374006,1,NO,NO
FLY,-1.06004964374006,1,NO,NO
UP,-0.432463660952635,0,NO,NO
OUT,-1.79613342671655,-8,NO,NO
FLY,-0.937731514219195,0,NO,NO
QUICK,0.801838141051121,7,NO,YES
FLY,1.8145803862717,24,YES,YES
FLY,2.38325667628669,25,YES,YES
RETURN,0.522103043360403,1,NO,YES
ACROSS,0.522103043360403,1,NO,YES
FLY,1.00282368436456,11,NO,YES
FLY,-0.015253261779435,5,NO,NO
FLY,-0.490923826117069,0,NO,NO
FLY,1.31778714654502,1,NO,YES
UP,1.31778714654502,1,NO,YES
FLY,-0.386766402167268,0,NO,NO
FLY,-1.95306759007508,0,NO,NO
QUICK,1.50266343168914,34,YES,YES
ACROSS,-0.583450888225343,0,NO,NO
ACROSS,-0.452970344107598,3,NO,NO
ACROSS,1.36531520495191,11,NO,YES
ACROSS,0.732337897876278,9,NO,YES
FLY,0.558984812349081,13,NO,YES
FLY,-1.02261454577092,-3,NO,NO
RETURN,-0.798872260726057,0,NO,NO
FLY,-0.565958930179477,0,NO,NO
FLY,-0.74553315481171,3,NO,NO
FLY,-0.370505848899484,6,NO,NO
FLY,-0.78323261346668,1,NO,NO
ACROSS,-0.78323261346668,1,NO,NO
FLY,1.53505285619758,10,NO,YES
FLY,-0.0838237698189914,8,NO,NO
OUT,-1.95353706623428,0,NO,NO
IN,-1.95353706623428,0,NO,NO
OUT,0.644994854927063,9,NO,YES
QUICK,1.98020985058974,33,YES,YES
ACROSS,0.699062394560315,12,NO,YES
FLY,1.25892332603689,16,YES,YES
FLY,0.722614375466947,8,NO,YES
FLY,2.30184516496956,2,NO,YES
FLY,1.47495987336151,26,YES,YES
QUICK,-0.694883993593976,1,NO,NO
FLY,-0.607952503371052,2,NO,NO
ACROSS,-3.67341013776604,-1,NO,NO
QUICK,-3.67341013776604,-1,NO,NO
QUICK,-3.67341013776604,-1,NO,NO
ACROSS,0.47950893396046,4,NO,YES
FLY,-0.816773717175238,0,NO,NO
ACROSS,5.6820051438408,48,YES,YES
FLY,-0.497020641458221,2,NO,NO
FLY,0.776206882903352,16,YES,YES
QUICK,0.947853572375607,16,YES,YES
FLY,-1.19872112141456,0,NO,NO
FLY,-0.541284359642304,3,NO,NO
ACROSS,1.74064134096261,21,YES,YES
FLY,1.99723754299339,28,YES,YES
OUT,2.3569895234541,7,NO,YES
FLY,-0.17661798838526,5,NO,NO
FLY,-0.479289956158027,2,NO,NO
FLY,-0.025450034532696,6,NO,NO
FLY,-2.78660678630695,-4,NO,NO
FLY,0.820157961454242,9,NO,YES
UP,0.970264339819551,15,YES,YES
FLY,1.69820402562618,12,NO,YES
FLY,-0.718980370671488,0,NO,NO
FLY,-0.404783078236505,0,NO,NO
FLY,-1.18204783182591,-3,NO,NO
RETURN,-0.225706313387491,11,NO,NO
ACROSS,-0.46598416659981,3,NO,NO
OUT,-2.24774992279708,-9,NO,NO
ACROSS,-1.214716702234,-5,NO,NO
UP,0.54721652646549,8,NO,YES
RETURN,2.08211584296077,2,NO,YES
ACROSS,3.12317375477869,39,YES,YES
UP,-0.27391104074195,0,NO,NO
ACROSS,0.780656599323265,1,NO,YES
UP,0.780656599323265,1,NO,YES
FLY,-0.299175224849023,6,NO,NO
FLY,-0.504350148607045,1,NO,NO
FLY,1.84595866146265,19,YES,YES
FLY,1.79807590943528,9,NO,YES
FLY,-0.514653446851298,0,NO,NO
QUICK,1.10036414407659,4,NO,YES
QUICK,1.10036414407659,4,NO,YES
QUICK,1.10036414407659,4,NO,YES
FLY,-0.140320792910643,4,NO,NO
OUT,-1.92887476691976,0,NO,NO
QUICK,-0.159257882274687,4,NO,NO
OUT,0.353558531729504,8,NO,YES
FLY,-0.250916134798899,1,NO,NO
QUICK,-1.7079284414649,0,NO,NO
FLY,-0.621662862831727,1,NO,NO
OUT,0.792592125479132,6,NO,YES
FLY,-2.09855246171355,-1,NO,NO
ACROSS,-0.174283513450064,0,NO,NO
FLY,1.21840722439811,18,YES,YES
FLY,1.42269017384388,14,NO,YES
ACROSS,-0.920335156843066,0,NO,NO
IN,1.30621434887871,11,NO,YES
FLY,-0.43504710495472,2,NO,NO
OUT,-0.567819441435859,0,NO,NO
IN,-0.958352957852185,0,NO,NO
FLY,4.94035067362711,41,YES,YES
IN,0.457554494962096,7,NO,YES
FLY,-1.83188590826467,0,NO,NO
FLY,-0.871669891290367,0,NO,NO
FLY,-0.514716116478667,0,NO,NO
IN,1.75297754514031,18,YES,YES
FLY,-0.338138246326707,3,NO,NO
FLY,1.05426111468114,8,NO,YES
FLY,2.05999872961547,26,YES,YES
FLY,-0.421181376557797,3,NO,NO
OUT,0.0650756438262761,5,NO,YES
RETURN,-1.74155995366164,-2,NO,NO
IN,-0.159724925644696,3,NO,NO
OUT,1.17491706716828,13,NO,YES
FLY,-0.42849303712137,0,NO,NO
FLY,-0.361193179676775,1,NO,NO
RETURN,-0.787019358598627,4,NO,NO
FLY,0.215026651858352,3,NO,YES
FLY,0.796042624861002,14,NO,YES
UP,-0.429277894087136,2,NO,NO
OUT,-1.26184485014528,0,NO,NO
IN,1.21590287843719,20,YES,YES
IN,1.22671762784012,19,YES,YES
QUICK,-0.759393383865245,2,NO,NO
QUICK,-1.08572136843577,0,NO,NO
UP,-0.444942153990269,3,NO,NO
QUICK,-0.452968364115804,0,NO,NO
FLY,-1.46509091404732,0,NO,NO
IN,-1.46509091404732,0,NO,NO
OUT,-0.600539143197238,-2,NO,NO
FLY,-0.543730947480071,0,NO,NO
IN,0.0906408521113917,21,YES,YES
FLY,-0.13517307722941,4,NO,NO
OUT,-1.02964558592066,0,NO,NO
OUT,1.06232652720064,17,YES,YES
FLY,-0.00024455226957798,2,NO,NO
FLY,1.9071758815553,29,YES,YES
FLY,0.805323375796434,12,NO,YES
OUT,0.400001273897942,4,NO,YES
FLY,-0.0967047410085797,4,NO,NO
FLY,-0.418799408478662,2,NO,NO
FLY,-1.51237189304084,0,NO,NO
FLY,2.09932616658625,26,YES,YES
ACROSS,-0.433143064612523,2,NO,NO
ACROSS,-0.95402637834195,0,NO,NO
QUICK,0.0381663530133665,6,NO,YES
UP,-2.51590639329515,0,NO,NO
FLY,1.66381058515981,13,NO,YES
ACROSS,-0.840752740390599,0,NO,NO
QUICK,-1.64754349784926,0,NO,NO
QUICK,-0.00595247116871178,4,NO,NO
RETURN,2.14143947791308,34,YES,YES
OUT,-0.543964098091237,0,NO,NO
FLY,0.60146903898567,11,NO,YES
FLY,-0.89453597436659,0,NO,NO
FLY,-1.12354348856024,5,NO,NO
IN,1.17760803084821,5,NO,YES
RETURN,1.19238555704942,22,YES,YES
FLY,-0.490640992880799,0,NO,NO
FLY,-1.66886075166985,-2,NO,NO
ACROSS,-0.34003445180133,3,NO,NO
IN,-1.47116799838841,0,NO,NO
FLY,-0.579658780945465,0,NO,NO
OUT,-0.945961172808893,0,NO,NO
UP,-0.361619702191092,8,NO,NO
ACROSS,-0.308314465451986,3,NO,NO
FLY,1.31481274520047,24,YES,YES
FLY,-4.5426808570046,0,NO,NO
ACROSS,-0.463506587897427,0,NO,NO
FLY,-1.11656153202057,4,NO,NO
OUT,1.46777993906289,24,YES,YES
OUT,-0.344799943268299,6,NO,NO
FLY,-1.23201504326425,-1,NO,NO
FLY,-5.23822725965874,-15,NO,NO
FLY,-0.611200137063861,3,NO,NO
OUT,-0.908972539938986,5,NO,NO
ACROSS,-0.430810377933085,0,NO,NO
ACROSS,-0.139245141297579,6,NO,NO
QUICK,-0.323560348071624,0,NO,NO
OUT,0.568363168742508,9,NO,YES
QUICK,1.13997809169814,17,YES,YES
OUT,0.97074901527958,11,NO,YES
OUT,-1.48925032158149,0,NO,NO
ACROSS,-0.574185039382428,0,NO,NO
FLY,-0.574185039382428,0,NO,NO
ACROSS,1.39987140591256,22,YES,YES
FLY,0.969253462972119,14,NO,YES
IN,0.0242022892925888,4,NO,YES
RETURN,0.0242022892925888,4,NO,YES
RETURN,0.0242022892925888,4,NO,YES
OUT,1.54315194638912,23,YES,YES
UP,-0.677253504749388,0,NO,NO
IN,2.27343171957182,18,YES,YES
FLY,0.0323769820388407,5,NO,YES
OUT,1.41705673828255,8,NO,YES
IN,-0.40713206329383,0,NO,NO
OUT,1.6051588607952,13,NO,YES
UP,1.6051588607952,13,NO,YES
FLY,-1.34907479444519,0,NO,NO
TIC,0.60651656286791,5,NO,YES
RETURN,0.291759290266782,5,NO,YES
RETURN,1.03279056493193,12,NO,YES
RETURN,-0.0268507800064981,4,NO,NO
FLY,0.409843691624701,8,NO,YES
FLY,1.29317552340217,21,YES,YES
QUICK,0.513205155613832,6,NO,YES
RETURN,3.06119868741371,14,NO,YES
FLY,1.06860327557661,9,NO,YES
FLY,0.0338863180950284,6,NO,YES
FLY,0.110212951898575,9,NO,YES
QUICK,1.09879455901682,10,NO,YES
QUICK,-0.393447897862643,0,NO,NO
ACROSS,-1.09380144788884,0,NO,NO
FLY,1.67671162297484,19,YES,YES
OUT,-0.140903310035355,4,NO,NO
TIC,1.77068236947525,26,YES,YES
FLY,-0.590803223021794,1,NO,NO
QUICK,-0.391129793599248,1,NO,NO
OUT,-0.166828173736576,0,NO,NO
ACROSS,-1.87154055386782,0,NO,NO
FLY,-0.997547633480281,0,NO,NO
IN,0.36361371120438,7,NO,YES
RETURN,-1.3758429333102,0,NO,NO
IN,2.54656341974624,11,NO,YES
FLY,1.94324445183156,14,NO,YES
FLY,1.59428332856623,15,YES,YES
QUICK,-0.408691011951305,0,NO,NO
FLY,-0.761637519812211,3,NO,NO
ACROSS,0.981680550612509,14,NO,YES
ACROSS,1.22284450754523,4,NO,YES
QUICK,0.149990487378091,5,NO,YES
FLY,-0.203076144680381,4,NO,NO
QUICK,0.644455347268376,7,NO,YES
FLY,0.857352853403427,3,NO,YES
UP,5.87007257831283,54,YES,YES
FLY,1.41791182849556,17,YES,YES
IN,-0.549646783270873,0,NO,NO
UP,-0.549646783270873,0,NO,NO
QUICK,-0.979568206123076,0,NO,NO
RETURN,-1.18496492545819,0,NO,NO
FLY,-1.18496492545819,0,NO,NO
QUICK,1.20537768374197,9,NO,YES
FLY,0.764023445080966,6,NO,YES
FLY,1.30475453200052,4,NO,YES
OUT,0.0716802678070962,6,NO,YES
FLY,-1.13432081881911,-4,NO,NO
FLY,3.50033731636358,11,NO,YES
QUICK,-0.441389128449373,0,NO,NO
FLY,0.937293696915731,15,YES,YES
OUT,-0.436350753763691,5,NO,NO
FLY,-0.523406261345372,5,NO,NO
FLY,-1.99649428296834,0,NO,NO
UP,-1.17802206776105,0,NO,NO
ACROSS,-1.17802206776105,0,NO,NO
FLY,1.06264790310524,16,YES,YES
RETURN,2.96805143239908,23,YES,YES
FLY,-0.440666356589645,0,NO,NO
IN,-0.847956810845062,0,NO,NO
FLY,0.994446199620143,13,NO,YES
QUICK,-4.25771206885111,0,NO,NO
OUT,-0.372594221495092,0,NO,NO
OUT,-1.03384600975551,3,NO,NO
FLY,0.620117768645287,4,NO,YES
IN,1.0889891886618,16,YES,YES
FLY,-0.732855275971815,0,NO,NO
IN,-0.461276593268849,0,NO,NO
FLY,0.237234509550035,6,NO,YES
ACROSS,1.57091548130848,13,NO,YES
IN,-1.75739551871084,1,NO,NO
OUT,0.0258170748129487,6,NO,YES
IN,-0.489724162616767,5,NO,NO
ACROSS,-0.546530635678209,0,NO,NO
OUT,1.46853444474982,10,NO,YES
IN,-1.0367539752624,-2,NO,NO
IN,-0.468655795790255,0,NO,NO
UP,0.291840269346721,6,NO,YES
FLY,0.291840269346721,6,NO,YES
IN,1.38756371336058,2,NO,YES
UP,-0.466038441751152,3,NO,NO
FLY,-1.30660330015235,-4,NO,NO
FLY,-1.31540571874939,-1,NO,NO
RETURN,3.47882489289623,20,YES,YES
FLY,0.0798021870432422,6,NO,YES
FLY,-1.91960304230452,0,NO,NO
IN,1.45410504797474,13,NO,YES
OUT,1.36015588371083,22,YES,YES
RETURN,1.2853292375803,14,NO,YES
FLY,0.20466094603762,6,NO,YES
FLY,1.25638922274811,5,NO,YES
IN,-0.0707249303814024,7,NO,NO
ACROSS,0.558999667642638,9,NO,YES
UP,-0.544815890141763,0,NO,NO
FLY,0.72860947647132,13,NO,YES
OUT,-0.0482137228827924,6,NO,NO
OUT,1.00755203521112,15,YES,YES
FLY,-0.0528109557926655,4,NO,NO
FLY,1.76845770026557,4,NO,YES
FLY,0.483179470524192,5,NO,YES
